//1	2	1	1	0	0	0	0
//Energy [eV]	Trasnport XS[cm^2]
6.792410264003098	9.246859652104698e-16
6.9756260497290885	9.556454398445677e-16
7.163783825534371	9.907564592630051e-16
7.357016894703096	1.0298326234257653e-15
7.555462156189409	1.0721742882552993e-15
7.759260201605685	1.1169373375252126e-15
7.968555414826766	1.163116380521378e-15
8.183496074281006	1.209616484029983e-15
8.404234458000392	1.2557495315979344e-15
8.63092695150424	1.3009558667874463e-15
8.86373415859299	1.3445928873623165e-15
9.102821015130397	1.3859254200506658e-15
9.348356905894931	1.4241156628215744e-15
9.600515784583036	1.4582121559490013e-15
9.85947629704927	1.4871376935800564e-15
10.125421907870798	1.5097065344208817e-15
10.398541030325628	1.5254347549680235e-15
10.679027159876973	1.5347760221847873e-15
10.967079011258079	1.5383682861221147e-15
11.262900659254715	1.5370093077044485e-15
11.566701683285183	1.5316769375322536e-15
11.878697315880007	1.523551493958115e-15
12.199108595166829	1.513973751987609e-15
12.528162521468245	1.503560848283873e-15
12.866092218123661	1.4923043536441035e-15
13.213137096649213	1.480182485409394e-15
13.569543026352447	1.4671755647124374e-15
13.935562508522327	1.4532664396690317e-15
14.311454855317635	1.4384409582484322e-15
14.697486373480634	1.4226884957698461e-15
15.093930553006297	1.4060014924013278e-15
15.501068260900395	1.3882219631910683e-15
15.91918794016419	1.3688446960770832e-15
16.34858581414627	1.3472470647858167e-15
16.78956609640653	1.3227148723374716e-15
17.242441206241075	1.2944755059346642e-15
17.707531990020357	1.2625464427737217e-15
18.18516794849788	1.2278331969965368e-15
18.67568747025004	1.1914507209507148e-15
19.179438071412687	1.1547167672281885e-15
19.696776641884433	1.1191757517244734e-15
20.228069698170664	1.0865956908439233e-15
20.773693643047967	1.057999067858128e-15
21.33403503223241	1.0332569351000592e-15
21.90949084824089	1.0121013609943639e-15
22.500468781639636	9.94184916417654e-16
23.107387519878756	9.790702618350377e-16
23.730677043917964	9.662186426285384e-16
24.370778932853177	9.549771890004818e-16
25.028146676759977	9.44564920133006e-16
25.70324599797583	9.342541935947855e-16
26.39655518104808	9.239115238188922e-16
27.1085654115822	9.135448179894201e-16
27.83978112422976	9.03162286101445e-16
28.590720360062853	8.92772421613428e-16
29.361915133588504	8.823839773792908e-16
30.15391180966234	8.720059370376447e-16
30.967271490569413	8.616476641288753e-16
31.802570413545713	8.513191447606964e-16
32.660400359022226	8.410306383202327e-16
33.54136906988118	8.307925790360326e-16
34.44610068202057	8.206155236749465e-16
35.375236166533185	8.105100904341285e-16
36.32943378381232	8.004868880309284e-16
37.30936954990645	7.905564338954326e-16
38.31573771545349	7.807290602634408e-16
39.349251257533105	7.710148068509287e-16
40.41064238478658	7.614232986636311e-16
41.500663056161265	7.519636073564281e-16
42.62008551364736	7.426440944056417e-16
43.76970282938501	7.334722341920853e-16
44.95032946752814	7.24454414912561e-16
46.162801861264505	7.155957150411175e-16
47.407979005399575	7.06899652847425e-16
48.68674306492452	6.983679062464922e-16
49.99999999999999	6.900000000000002e-16
