0.59 1.111 0.59 0.51028 0.885 0.34748 1.18 0.21169 1.18 0.16018 1.18 0.13128 1.18 0.11251 1.18 0.099216 1.18 0.089385 1.18 0.082288 1.18 0.077543 1.18 0.074631 1.18 0.072967 1.18 0.072069 1.18 0.071609 1.18 0.071385 1.18 0.071281 1.18 0.071231 1.18 0.071168 1.18 0.071068 
0.6 1.1085 0.6 0.51016 0.9 0.34727 1.2 0.21158 1.2 0.16015 1.2 0.13126 1.2 0.1125 1.2 0.09921 1.2 0.08938 1.2 0.08228 1.2 0.077529 1.2 0.07461 1.2 0.072938 1.2 0.072033 1.2 0.071568 1.2 0.071339 1.2 0.071232 1.2 0.07118 1.2 0.071113 1.2 0.071013 
0.61 1.1059 0.61 0.51002 0.915 0.34704 1.22 0.21146 1.22 0.16011 1.22 0.13124 1.22 0.11249 1.22 0.099203 1.22 0.089375 1.22 0.082272 1.22 0.077516 1.22 0.074589 1.22 0.07291 1.22 0.071998 1.22 0.071526 1.22 0.071293 1.22 0.071182 1.22 0.071127 1.22 0.071058 1.22 0.070957 
0.62 1.1031 0.62 0.50988 0.93 0.34679 1.24 0.21134 1.24 0.16006 1.24 0.13122 1.24 0.11248 1.24 0.099197 1.24 0.089369 1.24 0.082264 1.24 0.077502 1.24 0.074568 1.24 0.07288 1.24 0.071961 1.24 0.071484 1.24 0.071246 1.24 0.071132 1.24 0.071074 1.24 0.071001 1.24 0.070899 
0.63 1.1001 0.63 0.50972 0.945 0.34654 1.26 0.21121 1.26 0.16002 1.26 0.1312 1.26 0.11247 1.26 0.09919 1.26 0.089363 1.26 0.082256 1.26 0.077488 1.26 0.074546 1.26 0.072851 1.26 0.071924 1.26 0.071441 1.26 0.071198 1.26 0.07108 1.26 0.07102 1.26 0.070944 1.26 0.07084 
0.64 1.0969 0.64 0.50956 0.96 0.34627 1.28 0.21107 1.28 0.15997 1.28 0.13118 1.28 0.11245 1.28 0.099182 1.28 0.089357 1.28 0.082248 1.28 0.077474 1.28 0.074524 1.28 0.072821 1.28 0.071887 1.28 0.071397 1.28 0.07115 1.28 0.071028 1.28 0.070964 1.28 0.070885 1.28 0.07078 
0.65 1.0936 0.65 0.50939 0.975 0.34598 1.3 0.21093 1.3 0.15993 1.3 0.13116 1.3 0.11244 1.3 0.099175 1.3 0.089351 1.3 0.082239 1.3 0.07746 1.3 0.074502 1.3 0.072791 1.3 0.071849 1.3 0.071353 1.3 0.0711 1.3 0.070974 1.3 0.070908 1.3 0.070825 1.3 0.070719 
0.66 1.09 0.66 0.5092 0.99 0.34567 1.32 0.21078 1.32 0.15987 1.32 0.13113 1.32 0.11243 1.32 0.099167 1.32 0.089344 1.32 0.08223 1.32 0.077445 1.32 0.07448 1.32 0.07276 1.32 0.071811 1.32 0.071308 1.32 0.071051 1.32 0.070921 1.32 0.070851 1.32 0.070765 1.32 0.070657 
0.67 1.0863 0.67 0.509 1.005 0.34536 1.34 0.21062 1.34 0.15982 1.34 0.13111 1.34 0.11242 1.34 0.099158 1.34 0.089338 1.34 0.082221 1.34 0.077431 1.34 0.074458 1.34 0.072729 1.34 0.071773 1.34 0.071263 1.34 0.071 1.34 0.070866 1.34 0.070794 1.34 0.070703 1.34 0.070594 
0.68 1.0823 0.68 0.5088 1.02 0.34502 1.36 0.21045 1.36 0.15977 1.36 0.13108 1.36 0.1124 1.36 0.099149 1.36 0.08933 1.36 0.082212 1.36 0.077416 1.36 0.074435 1.36 0.072698 1.36 0.071734 1.36 0.071218 1.36 0.07095 1.36 0.070811 1.36 0.070736 1.36 0.070641 1.36 0.07053 
